date;heure;CO;PM25;PM10;O3;NO2
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
22/05/2018;8;0;31;51;34;77
22/05/2018;9;0;33;60;44;75
22/05/2018;10;0;31;57;56;76
22/05/2018;11;0;29;47;75;63
22/05/2018;12;0;23;36;117;25
22/05/2018;13;0;16;22;126;21
22/05/2018;14;0;17;29;118;33
22/05/2018;15;0;18;33;99;49
22/05/2018;16;0;17;22;70;67
22/05/2018;17;1;20;23;27;114
22/05/2018;18;1;21;27;37;95
22/05/2018;19;0;25;33;53;72
22/05/2018;20;1;28;33;13;117
22/05/2018;21;1;31;39;4;109
22/05/2018;22;1;30;38;3;98
22/05/2018;23;0;29;39;7;81
22/05/2018;24;0;26;33;28;51
23/05/2018;1;0;20;26;54;30
23/05/2018;2;0;27;34;60;21
23/05/2018;3;0;33;45;58;16
23/05/2018;4;0;33;43;56;16
23/05/2018;5;0;34;43;41;26
23/05/2018;6;0;34;45;31;37
23/05/2018;7;0;40;52;31;37
23/05/2018;8;0;41;52;38;30
23/05/2018;9;0;43;56;46;28
23/05/2018;10;0;46;57;56;31
23/05/2018;11;0;44;53;77;27
23/05/2018;12;0;40;52;97;21
23/05/2018;13;0;40;51;105;20
23/05/2018;14;0;40;56;100;18
23/05/2018;15;0;36;44;92;19
23/05/2018;16;0;35;40;82;22
23/05/2018;17;0;n/d;41;82;23
23/05/2018;18;0;n/d;43;76;26
23/05/2018;19;0;39;47;70;28
23/05/2018;20;0;41;53;60;32
23/05/2018;21;0;45;54;60;23
23/05/2018;22;0;44;52;61;21
23/05/2018;23;0;38;46;64;19
23/05/2018;24;0;33;38;61;18
24/05/2018;1;0;32;38;53;20
24/05/2018;2;0;33;38;49;19
24/05/2018;3;0;34;39;42;21
24/05/2018;4;0;33;40;40;20
24/05/2018;5;0;33;40;18;38
24/05/2018;6;0;36;46;11;52
24/05/2018;7;0;30;40;23;48
24/05/2018;8;0;25;31;27;53
24/05/2018;9;0;23;34;35;55
24/05/2018;10;0;31;59;28;69
24/05/2018;11;0;32;56;45;64
24/05/2018;12;0;30;44;58;61
24/05/2018;13;0;26;39;73;55
24/05/2018;14;0;22;38;94;34
24/05/2018;15;0;17;27;105;33
24/05/2018;16;0;16;27;115;29
24/05/2018;17;0;13;17;115;29
24/05/2018;18;0;14;17;106;33
24/05/2018;19;0;13;13;105;29
24/05/2018;20;0;15;15;89;38
24/05/2018;21;0;17;22;84;32
24/05/2018;22;0;17;20;76;31
24/05/2018;23;0;15;21;45;55
24/05/2018;24;0;15;18;64;46
25/05/2018;1;0;14;15;44;60
25/05/2018;2;0;17;21;22;79
25/05/2018;3;0;18;23;21;71
25/05/2018;4;0;19;23;n/d;58
25/05/2018;5;0;19;22;32;40
25/05/2018;6;0;19;24;19;58
25/05/2018;7;0;21;29;18;81
25/05/2018;8;0;24;39;25;80
25/05/2018;9;0;19;35;56;56
25/05/2018;10;0;19;34;79;38
25/05/2018;11;0;19;34;96;32
25/05/2018;12;0;15;24;105;32
25/05/2018;13;0;14;26;126;19
25/05/2018;14;0;14;24;121;24
25/05/2018;15;0;14;20;105;31
25/05/2018;16;0;14;22;89;43
25/05/2018;17;0;11;18;87;39
25/05/2018;18;0;10;13;82;43
25/05/2018;19;0;13;17;87;36
25/05/2018;20;0;18;25;94;21
25/05/2018;21;0;14;16;92;23
25/05/2018;22;0;12;13;98;19
25/05/2018;23;0;11;10;87;23
25/05/2018;24;0;15;14;68;35
26/05/2018;1;0;18;18;62;32
26/05/2018;2;0;15;16;58;31
26/05/2018;3;0;12;14;72;22
26/05/2018;4;0;11;11;66;21
26/05/2018;5;0;12;14;54;28
26/05/2018;6;0;12;13;76;24
26/05/2018;7;0;10;12;72;25
26/05/2018;8;0;13;20;77;20
26/05/2018;9;0;11;15;78;18
26/05/2018;10;0;9;19;89;18
26/05/2018;11;0;15;n/d;101;19
26/05/2018;12;0;15;27;101;23
26/05/2018;13;0;15;30;100;17
26/05/2018;14;0;13;20;99;18
26/05/2018;15;0;11;19;94;27
26/05/2018;16;0;13;23;102;15
26/05/2018;17;0;12;16;103;19
26/05/2018;18;0;14;20;99;20
26/05/2018;19;0;14;20;97;20
26/05/2018;20;0;18;21;86;24
26/05/2018;21;0;16;20;78;23
26/05/2018;22;0;17;24;47;42
26/05/2018;23;0;21;30;60;30
26/05/2018;24;0;15;20;50;29
27/05/2018;1;n/d;15;21;42;32
27/05/2018;2;n/d;13;19;35;38
27/05/2018;3;n/d;12;19;45;32
27/05/2018;4;0;12;19;46;24
27/05/2018;5;0;10;18;44;19
27/05/2018;6;0;13;21;35;31
27/05/2018;7;0;12;21;65;23
27/05/2018;8;0;10;15;84;15
27/05/2018;9;0;6;9;101;12
27/05/2018;10;0;7;9;110;10
27/05/2018;11;0;11;10;114;18
27/05/2018;12;0;11;14;123;19
27/05/2018;13;0;15;21;128;14
27/05/2018;14;0;14;16;125;16
27/05/2018;15;0;10;n/d;120;22
27/05/2018;16;0;9;n/d;109;23
27/05/2018;17;0;11;n/d;103;29
27/05/2018;18;0;11;n/d;90;29
27/05/2018;19;0;14;20;81;35
27/05/2018;20;0;16;17;59;53
27/05/2018;21;0;17;24;65;39
27/05/2018;22;0;13;20;51;54
27/05/2018;23;0;12;18;54;44
27/05/2018;24;0;12;17;58;28
28/05/2018;1;0;11;14;58;21
28/05/2018;2;0;9;10;54;16
28/05/2018;3;0;10;12;53;15
28/05/2018;4;0;9;14;37;29
28/05/2018;5;0;11;19;18;48
28/05/2018;6;1;10;19;22;54
28/05/2018;7;1;12;20;24;62
28/05/2018;8;1;13;28;28;66
28/05/2018;9;1;15;36;24;79
28/05/2018;10;0;17;42;52;54
28/05/2018;11;0;14;29;81;35
28/05/2018;12;0;14;25;94;30
28/05/2018;13;0;12;28;115;20
28/05/2018;14;0;11;18;116;17
28/05/2018;15;0;11;17;101;20
28/05/2018;16;0;13;22;83;29
28/05/2018;17;0;12;18;81;28
28/05/2018;18;0;13;15;62;43
28/05/2018;19;0;11;18;83;23
28/05/2018;20;0;11;14;51;47
28/05/2018;21;0;18;22;50;50
28/05/2018;22;0;16;19;66;32
28/05/2018;23;0;12;15;64;27
28/05/2018;24;0;10;14;69;21
29/05/2018;1;0;11;15;67;22
29/05/2018;2;0;9;12;80;13
29/05/2018;3;0;7;9;80;11
29/05/2018;4;0;7;10;79;11
29/05/2018;5;0;11;15;68;18
29/05/2018;6;0;14;17;43;49
29/05/2018;7;0;16;23;36;53
29/05/2018;8;0;25;40;26;60
29/05/2018;9;0;27;49;21;64
29/05/2018;10;0;21;41;17;51
29/05/2018;11;0;16;24;29;39
29/05/2018;12;0;11;19;37;33
29/05/2018;13;0;13;27;23;51
29/05/2018;14;0;17;38;30;40
29/05/2018;15;0;12;23;52;32
29/05/2018;16;0;10;18;61;27
29/05/2018;17;0;12;18;69;25
29/05/2018;18;0;10;17;80;20
29/05/2018;19;0;11;15;82;22
29/05/2018;20;0;14;21;75;23
29/05/2018;21;0;17;20;41;55
29/05/2018;22;0;16;16;40;57
29/05/2018;23;0;11;11;44;47
29/05/2018;24;0;11;11;35;48
30/05/2018;1;0;13;15;21;59
30/05/2018;2;0;13;19;23;52
30/05/2018;3;0;13;15;33;34
30/05/2018;4;0;10;12;24;29
30/05/2018;5;0;11;14;17;35
30/05/2018;6;1;13;16;14;43
30/05/2018;7;1;15;22;18;47
30/05/2018;8;1;15;25;38;39
30/05/2018;9;0;14;23;53;34
30/05/2018;10;0;10;20;65;27
30/05/2018;11;0;9;20;56;40
30/05/2018;12;0;12;21;72;30
30/05/2018;13;0;13;31;76;31
30/05/2018;14;0;12;25;79;33
30/05/2018;15;0;11;26;79;38
30/05/2018;16;0;11;20;85;29
30/05/2018;17;0;9;18;78;43
30/05/2018;18;0;10;20;92;28
30/05/2018;19;0;11;24;78;24
30/05/2018;20;0;13;23;44;50
30/05/2018;21;0;13;23;40;48
30/05/2018;22;0;15;22;40;44
30/05/2018;23;0;10;15;43;42
30/05/2018;24;0;11;15;51;38
31/05/2018;1;0;10;13;37;45
31/05/2018;2;0;10;11;38;35
31/05/2018;3;0;9;15;42;29
31/05/2018;4;0;10;15;40;27
31/05/2018;5;0;9;15;16;52
31/05/2018;6;0;12;22;10;53
31/05/2018;7;0;16;31;20;50
31/05/2018;8;0;12;21;32;45
31/05/2018;9;0;11;20;43;35
31/05/2018;10;0;11;20;51;31
31/05/2018;11;0;10;20;64;25
31/05/2018;12;0;10;17;69;22
31/05/2018;13;0;11;18;72;22
31/05/2018;14;0;11;18;80;24
31/05/2018;15;0;9;16;85;21
31/05/2018;16;0;9;10;77;27
31/05/2018;17;0;8;14;76;30
31/05/2018;18;0;10;12;77;27
31/05/2018;19;0;10;11;67;27
31/05/2018;20;0;13;16;60;26
31/05/2018;21;0;14;16;53;31
31/05/2018;22;0;12;14;45;41
31/05/2018;23;0;11;11;50;29
31/05/2018;24;0;10;10;56;21
01/06/2018;1;0;8;10;43;21
01/06/2018;2;0;8;9;51;12
01/06/2018;3;0;6;6;58;10
01/06/2018;4;0;6;7;59;10
01/06/2018;5;0;7;8;52;21
01/06/2018;6;n/d;10;12;38;35
01/06/2018;7;0;9;12;39;37
01/06/2018;8;0;10;18;37;40
01/06/2018;9;0;10;21;42;32
01/06/2018;10;0;9;19;46;30
01/06/2018;11;0;10;15;60;24
01/06/2018;12;0;10;14;65;21
01/06/2018;13;0;9;15;67;22
01/06/2018;14;0;8;12;68;23
01/06/2018;15;0;6;12;58;22
01/06/2018;16;0;6;9;47;38
01/06/2018;17;0;6;8;62;26
01/06/2018;18;0;12;13;61;27
01/06/2018;19;0;12;13;60;31
01/06/2018;20;0;14;15;60;26
01/06/2018;21;0;15;19;39;42
01/06/2018;22;0;17;18;48;29
01/06/2018;23;0;12;12;52;21
01/06/2018;24;0;13;14;51;20
02/06/2018;1;0;14;15;37;27
02/06/2018;2;0;19;19;44;21
02/06/2018;3;0;17;19;44;18
02/06/2018;4;0;14;18;45;17
02/06/2018;5;0;13;17;41;22
02/06/2018;6;0;15;16;42;25
02/06/2018;7;0;12;14;52;20
02/06/2018;8;0;11;18;59;15
02/06/2018;9;0;9;17;63;14
02/06/2018;10;0;6;11;71;14
02/06/2018;11;0;7;14;78;12
02/06/2018;12;0;6;12;81;13
02/06/2018;13;0;6;9;86;17
02/06/2018;14;0;7;10;93;13
02/06/2018;15;0;8;13;92;19
02/06/2018;16;0;10;n/d;92;16
02/06/2018;17;0;11;13;90;24
02/06/2018;18;0;10;14;78;26
02/06/2018;19;0;9;13;74;25
02/06/2018;20;0;9;11;71;23
02/06/2018;21;0;11;12;59;25
02/06/2018;22;0;14;15;39;37
02/06/2018;23;0;13;14;41;31
02/06/2018;24;0;11;12;39;32
03/06/2018;1;0;11;14;43;27
03/06/2018;2;0;13;13;40;25
03/06/2018;3;0;11;12;37;26
03/06/2018;4;0;10;12;35;23
03/06/2018;5;0;10;12;29;24
03/06/2018;6;0;10;14;30;23
03/06/2018;7;0;11;14;38;21
03/06/2018;8;0;11;13;60;14
03/06/2018;9;0;11;13;77;10
03/06/2018;10;0;11;11;94;8
03/06/2018;11;0;9;10;96;8
03/06/2018;12;0;11;15;101;10
03/06/2018;13;0;9;12;96;10
03/06/2018;14;0;9;11;96;9
03/06/2018;15;0;8;14;94;10
03/06/2018;16;0;9;10;97;10
03/06/2018;17;0;6;8;86;13
03/06/2018;18;0;8;11;76;18
03/06/2018;19;0;10;12;72;21
03/06/2018;20;0;9;11;68;25
03/06/2018;21;0;8;8;60;34
03/06/2018;22;0;9;10;51;35
03/06/2018;23;0;9;10;56;29
03/06/2018;24;0;12;14;58;29
04/06/2018;1;0;13;12;68;18
04/06/2018;2;0;10;11;65;10
04/06/2018;3;0;9;11;65;11
04/06/2018;4;0;10;10;60;13
04/06/2018;5;0;10;14;40;30
04/06/2018;6;0;13;18;20;49
04/06/2018;7;0;17;27;20;52
04/06/2018;8;0;17;34;17;57
04/06/2018;9;0;19;33;25;49
04/06/2018;10;0;19;32;33;40
04/06/2018;11;0;20;33;46;34
04/06/2018;12;0;17;25;74;25
04/06/2018;13;0;14;24;94;17
04/06/2018;14;0;13;26;94;18
04/06/2018;15;0;11;15;103;17
04/06/2018;16;0;14;20;102;20
04/06/2018;17;0;14;20;93;26
04/06/2018;18;0;15;18;86;29
04/06/2018;19;0;17;17;86;33
04/06/2018;20;0;19;24;106;26
04/06/2018;21;0;31;36;104;20
04/06/2018;22;0;46;56;79;22
04/06/2018;23;0;53;63;74;20
04/06/2018;24;0;51;60;66;18
05/06/2018;1;0;48;55;65;14
05/06/2018;2;0;48;56;63;14
05/06/2018;3;0;47;53;64;12
05/06/2018;4;0;50;55;58;14
05/06/2018;5;0;46;53;51;20
05/06/2018;6;0;42;49;40;33
05/06/2018;7;0;24;24;30;39
05/06/2018;8;0;25;26;17;50
05/06/2018;9;0;23;25;17;47
05/06/2018;10;0;26;30;30;33
05/06/2018;11;0;35;40;38;30
05/06/2018;12;0;36;40;47;27
05/06/2018;13;0;37;43;49;28
05/06/2018;14;0;36;44;48;29
05/06/2018;15;0;34;42;57;30
05/06/2018;16;0;32;42;69;28
05/06/2018;17;0;27;39;75;34
05/06/2018;18;0;28;38;67;37
05/06/2018;19;0;27;37;88;26
05/06/2018;20;0;26;37;81;26
05/06/2018;21;0;29;38;62;26
05/06/2018;22;0;32;42;48;27
05/06/2018;23;0;31;n/d;52;21
05/06/2018;24;0;27;n/d;58;16
06/06/2018;1;0;26;33;53;15
06/06/2018;2;0;29;35;40;15
06/06/2018;3;0;27;29;38;14
06/06/2018;4;0;24;26;39;15
06/06/2018;5;0;20;22;20;31
06/06/2018;6;0;15;14;13;42
06/06/2018;7;0;19;17;10;42
06/06/2018;8;0;21;25;14;38
06/06/2018;9;0;28;34;15;36
06/06/2018;10;0;37;48;18;40
06/06/2018;11;0;43;52;24;39
06/06/2018;12;0;43;56;38;36
06/06/2018;13;0;37;47;31;42
06/06/2018;14;0;41;51;50;38
06/06/2018;15;0;37;49;54;42
06/06/2018;16;0;41;51;48;48
06/06/2018;17;0;38;48;37;65
06/06/2018;18;1;40;48;29;72
06/06/2018;19;1;42;52;13;92
06/06/2018;20;1;33;41;12;90
06/06/2018;21;0;18;19;29;59
06/06/2018;22;0;11;13;20;58
06/06/2018;23;0;10;11;15;58
06/06/2018;24;0;17;17;10;58
07/06/2018;1;0;24;27;23;38
07/06/2018;2;0;25;27;35;25
07/06/2018;3;0;22;26;45;16
07/06/2018;4;0;18;21;46;12
07/06/2018;5;0;13;13;40;21
07/06/2018;6;0;8;10;37;35
07/06/2018;7;0;9;13;32;41
07/06/2018;8;0;6;20;36;37
07/06/2018;9;0;9;n/d;48;31
07/06/2018;10;0;9;17;60;27
07/06/2018;11;0;11;13;73;20
07/06/2018;12;0;9;11;78;20
07/06/2018;13;0;9;18;78;23
07/06/2018;14;0;7;15;79;24
07/06/2018;15;0;6;12;77;22
07/06/2018;16;0;7;10;83;20
07/06/2018;17;0;6;10;83;22
07/06/2018;18;0;7;12;80;22
07/06/2018;19;0;8;10;72;33
07/06/2018;20;0;11;11;63;33
07/06/2018;21;0;14;14;50;44
07/06/2018;22;0;13;16;27;64
07/06/2018;23;0;13;15;32;51
07/06/2018;24;0;11;14;33;49
08/06/2018;1;0;11;14;33;43
08/06/2018;2;0;13;16;20;53
08/06/2018;3;0;12;14;24;43
08/06/2018;4;0;11;13;18;47
08/06/2018;5;0;12;19;15;49
08/06/2018;6;0;12;19;14;55
08/06/2018;7;0;18;32;8;62
08/06/2018;8;0;19;37;19;47
08/06/2018;9;0;19;33;26;38
08/06/2018;10;0;19;24;35;29
08/06/2018;11;0;19;25;48;25
08/06/2018;12;0;23;28;59;28
08/06/2018;13;0;23;31;80;23
08/06/2018;14;0;21;26;97;20
08/06/2018;15;0;21;26;103;18
08/06/2018;16;0;16;18;107;18
08/06/2018;17;0;14;17;107;18
08/06/2018;18;0;18;22;103;20
08/06/2018;19;0;20;24;94;20
08/06/2018;20;0;20;26;80;26
08/06/2018;21;0;25;29;82;19
08/06/2018;22;0;27;33;77;20
08/06/2018;23;0;29;33;54;25
08/06/2018;24;0;30;38;41;24
09/06/2018;1;0;30;43;38;22
09/06/2018;2;0;30;43;36;17
09/06/2018;3;0;34;43;33;17
09/06/2018;4;0;35;48;36;15
09/06/2018;5;0;40;48;30;19
09/06/2018;6;0;42;51;29;22
09/06/2018;7;0;46;55;22;25
09/06/2018;8;0;50;55;24;27
09/06/2018;9;0;50;59;32;25
09/06/2018;10;0;40;43;41;20
09/06/2018;11;0;39;41;53;19
09/06/2018;12;0;41;51;60;25
09/06/2018;13;0;41;46;80;26
09/06/2018;14;0;36;41;93;18
09/06/2018;15;0;35;39;85;23
09/06/2018;16;0;34;37;90;22
09/06/2018;17;0;32;35;102;22
09/06/2018;18;0;29;30;106;22
09/06/2018;19;0;31;33;90;29
09/06/2018;20;0;37;41;72;32
09/06/2018;21;0;43;47;72;29
09/06/2018;22;0;46;50;59;33
09/06/2018;23;0;49;53;62;30
09/06/2018;24;0;49;55;62;29
10/06/2018;1;0;45;53;66;23
10/06/2018;2;0;44;51;59;23
10/06/2018;3;0;42;50;51;18
10/06/2018;4;0;43;52;46;17
10/06/2018;5;0;44;53;38;15
10/06/2018;6;0;40;47;40;12
10/06/2018;7;0;40;51;38;13
10/06/2018;8;0;39;46;41;19
10/06/2018;9;0;43;47;44;18
10/06/2018;10;0;46;47;51;20
10/06/2018;11;0;43;53;68;22
10/06/2018;12;0;42;47;75;23
10/06/2018;13;0;44;48;85;20
10/06/2018;14;0;39;46;97;18
10/06/2018;15;0;35;40;89;19
10/06/2018;16;0;38;43;93;15
10/06/2018;17;0;40;43;82;18
10/06/2018;18;0;45;51;69;22
10/06/2018;19;0;45;54;61;29
10/06/2018;20;0;47;51;55;31
10/06/2018;21;0;48;52;41;36
10/06/2018;22;0;49;58;35;39
10/06/2018;23;0;49;57;37;37
10/06/2018;24;0;51;58;40;35
11/06/2018;1;0;49;57;51;22
11/06/2018;2;0;42;51;50;14
11/06/2018;3;0;35;44;49;11
11/06/2018;4;0;32;39;46;16
11/06/2018;5;0;32;40;26;31
11/06/2018;6;0;33;40;10;48
11/06/2018;7;0;31;41;15;43
11/06/2018;8;0;31;42;18;41
11/06/2018;9;0;36;46;23;41
11/06/2018;10;0;35;46;35;33
11/06/2018;11;0;12;41;37;32
11/06/2018;12;0;19;26;55;31
11/06/2018;13;0;13;21;45;39
11/06/2018;14;0;14;20;49;42
11/06/2018;15;0;14;18;36;47
11/06/2018;16;0;17;n/d;41;39
11/06/2018;17;0;22;n/d;31;40
11/06/2018;18;0;30;n/d;41;30
11/06/2018;19;0;30;n/d;29;44
11/06/2018;20;0;27;n/d;31;39
11/06/2018;21;0;25;n/d;48;36
11/06/2018;22;0;14;n/d;48;23
11/06/2018;23;0;17;n/d;38;23
11/06/2018;24;0;18;n/d;28;29
12/06/2018;1;0;20;n/d;32;21
12/06/2018;2;0;21;n/d;30;18
12/06/2018;3;0;14;n/d;67;8
12/06/2018;4;0;5;n/d;40;15
12/06/2018;5;0;13;n/d;22;28
12/06/2018;6;0;15;n/d;26;35
12/06/2018;7;0;16;n/d;17;46
12/06/2018;8;0;16;n/d;27;39
12/06/2018;9;0;9;n/d;63;31
12/06/2018;10;0;7;n/d;69;24
12/06/2018;11;0;7;n/d;71;21
12/06/2018;12;0;12;n/d;67;21
12/06/2018;13;0;12;n/d;63;25
12/06/2018;14;0;10;n/d;70;19
12/06/2018;15;0;7;n/d;74;18
12/06/2018;16;0;12;n/d;58;23
12/06/2018;17;0;18;24;62;22
12/06/2018;18;0;18;21;62;24
12/06/2018;19;0;17;21;57;24
12/06/2018;20;0;21;31;52;28
12/06/2018;21;0;24;34;56;21
12/06/2018;22;0;18;26;66;16
12/06/2018;23;0;14;19;64;14
12/06/2018;24;0;8;13;64;13
13/06/2018;1;0;7;10;65;8
13/06/2018;2;0;5;8;60;7
13/06/2018;3;0;6;9;56;9
13/06/2018;4;0;7;8;52;9
13/06/2018;5;0;6;8;48;17
13/06/2018;6;0;4;8;42;24
13/06/2018;7;0;7;9;45;25
13/06/2018;8;0;5;9;48;21
13/06/2018;9;0;5;9;51;20
13/06/2018;10;0;8;12;48;20
13/06/2018;11;0;7;15;47;21
13/06/2018;12;0;8;17;56;19
13/06/2018;13;0;8;15;60;16
13/06/2018;14;0;9;14;56;20
13/06/2018;15;0;7;12;60;20
13/06/2018;16;0;7;12;59;17
13/06/2018;17;0;9;14;62;18
13/06/2018;18;0;9;13;64;20
13/06/2018;19;0;10;12;62;23
13/06/2018;20;0;10;14;60;23
13/06/2018;21;0;11;16;53;25
13/06/2018;22;0;11;17;31;44
13/06/2018;23;0;11;19;21;54
13/06/2018;24;0;12;22;17;53
14/06/2018;1;0;11;17;28;40
14/06/2018;2;0;12;17;31;34
14/06/2018;3;0;12;19;34;32
14/06/2018;4;0;9;11;23;35
14/06/2018;5;0;8;12;9;46
14/06/2018;6;0;10;15;9;54
14/06/2018;7;0;12;19;18;55
14/06/2018;8;0;12;19;35;47
14/06/2018;9;0;10;18;51;34
14/06/2018;10;0;9;15;52;29
14/06/2018;11;0;9;18;60;27
14/06/2018;12;0;11;16;63;26
14/06/2018;13;0;11;14;53;34
14/06/2018;14;0;10;20;59;27
14/06/2018;15;0;12;20;55;30
14/06/2018;16;0;13;22;55;29
14/06/2018;17;0;13;22;43;34
14/06/2018;18;0;13;21;43;36
14/06/2018;19;0;13;21;36;28
14/06/2018;20;0;13;19;33;29
14/06/2018;21;0;14;21;31;26
14/06/2018;22;0;11;15;31;22
14/06/2018;23;0;8;12;25;25
14/06/2018;24;0;8;13;24;24
15/06/2018;1;0;9;12;21;25
15/06/2018;2;0;7;12;50;13
15/06/2018;3;0;10;18;51;13
15/06/2018;4;0;11;18;38;18
15/06/2018;5;0;10;17;45;23
15/06/2018;6;0;9;16;36;35
15/06/2018;7;0;10;20;21;58
15/06/2018;8;0;11;28;35;47
15/06/2018;9;0;13;25;47;38
15/06/2018;10;0;11;18;54;30
15/06/2018;11;0;n/d;n/d;57;26
15/06/2018;12;0;n/d;n/d;69;22
15/06/2018;13;0;n/d;n/d;78;17
15/06/2018;14;0;12;n/d;84;17
15/06/2018;15;0;12;n/d;88;12
15/06/2018;16;0;11;n/d;88;13
15/06/2018;17;0;10;14;85;17
15/06/2018;18;0;9;14;81;19
15/06/2018;19;0;11;16;83;19
15/06/2018;20;0;14;19;82;17
15/06/2018;21;0;15;20;70;22
15/06/2018;22;0;14;24;60;17
15/06/2018;23;0;12;22;57;21
15/06/2018;24;0;13;20;60;17
16/06/2018;1;0;11;19;63;13
16/06/2018;2;0;9;14;69;10
16/06/2018;3;0;8;13;63;10
16/06/2018;4;0;9;13;59;10
16/06/2018;5;0;6;n/d;50;16
16/06/2018;6;0;9;14;58;17
16/06/2018;7;0;8;14;52;22
16/06/2018;8;0;9;17;57;20
16/06/2018;9;0;7;13;68;12
16/06/2018;10;0;9;n/d;66;16
16/06/2018;11;0;11;n/d;73;14
16/06/2018;12;0;12;26;81;13
16/06/2018;13;0;15;19;83;13
16/06/2018;14;0;12;15;84;11
16/06/2018;15;0;11;14;81;16
16/06/2018;16;0;9;14;79;13
16/06/2018;17;0;10;13;72;16
16/06/2018;18;0;10;13;67;16
16/06/2018;19;0;12;17;55;27
16/06/2018;20;0;14;19;52;27
16/06/2018;21;0;14;20;49;30
16/06/2018;22;0;13;17;60;17
16/06/2018;23;0;13;16;55;21
16/06/2018;24;0;14;17;48;25
17/06/2018;1;0;10;15;58;20
17/06/2018;2;0;9;12;54;12
17/06/2018;3;0;8;11;64;8
17/06/2018;4;0;7;10;65;7
17/06/2018;5;0;7;12;68;6
17/06/2018;6;0;7;12;61;11
17/06/2018;7;0;7;12;63;11
17/06/2018;8;0;5;10;65;8
17/06/2018;9;0;6;6;62;7
17/06/2018;10;0;5;7;65;10
17/06/2018;11;0;6;9;67;11
17/06/2018;12;0;9;12;65;13
17/06/2018;13;0;10;14;67;11
17/06/2018;14;0;9;15;69;12
17/06/2018;15;0;10;15;68;11
17/06/2018;16;0;9;12;65;12
17/06/2018;17;0;9;13;59;18
17/06/2018;18;0;9;n/d;59;17
17/06/2018;19;0;9;12;55;19
17/06/2018;20;0;9;12;55;19
17/06/2018;21;0;12;14;46;29
17/06/2018;22;0;12;16;51;19
17/06/2018;23;0;7;11;51;15
17/06/2018;24;0;6;10;52;11
18/06/2018;1;0;7;10;52;9
18/06/2018;2;0;7;10;52;6
18/06/2018;3;0;6;10;56;5
18/06/2018;4;0;6;9;49;9
18/06/2018;5;0;7;11;43;14
18/06/2018;6;0;7;12;29;29
18/06/2018;7;0;7;12;29;32
18/06/2018;8;0;8;14;20;36
18/06/2018;9;0;9;15;18;37
18/06/2018;10;0;7;12;28;26
18/06/2018;11;0;6;9;36;18
18/06/2018;12;0;6;8;41;15
18/06/2018;13;0;4;10;47;14
18/06/2018;14;0;n/d;n/d;51;14
18/06/2018;15;0;n/d;n/d;55;14
18/06/2018;16;0;n/d;n/d;57;17
18/06/2018;17;0;n/d;n/d;59;16
18/06/2018;18;0;n/d;n/d;60;15
18/06/2018;19;0;n/d;n/d;56;19
18/06/2018;20;0;n/d;n/d;55;18
18/06/2018;21;0;n/d;n/d;47;24
18/06/2018;22;0;n/d;n/d;39;33
18/06/2018;23;0;n/d;n/d;49;22
18/06/2018;24;0;n/d;n/d;56;18
19/06/2018;1;0;n/d;n/d;58;11
19/06/2018;2;0;n/d;n/d;42;6
19/06/2018;3;0;n/d;n/d;41;4
19/06/2018;4;0;n/d;n/d;36;5
19/06/2018;5;0;n/d;n/d;25;16
19/06/2018;6;0;n/d;n/d;22;18
19/06/2018;7;0;n/d;n/d;14;24
19/06/2018;8;0;n/d;n/d;9;30
19/06/2018;9;0;n/d;n/d;8;35
19/06/2018;10;0;n/d;n/d;13;31
19/06/2018;11;0;n/d;n/d;28;22
19/06/2018;12;0;n/d;n/d;34;17
19/06/2018;13;0;n/d;n/d;37;19
19/06/2018;14;0;n/d;n/d;41;19
19/06/2018;15;0;n/d;n/d;44;21
19/06/2018;16;0;n/d;n/d;48;23
19/06/2018;17;0;n/d;n/d;51;24
19/06/2018;18;0;n/d;n/d;50;28
19/06/2018;19;0;n/d;n/d;44;27
19/06/2018;20;0;n/d;n/d;43;22
19/06/2018;21;0;n/d;n/d;44;17
19/06/2018;22;0;n/d;n/d;35;22
19/06/2018;23;0;n/d;n/d;25;33
19/06/2018;24;0;n/d;n/d;22;35
20/06/2018;1;0;n/d;n/d;13;42
20/06/2018;2;0;n/d;n/d;18;32
20/06/2018;3;0;n/d;n/d;22;16
20/06/2018;4;0;n/d;n/d;19;18
20/06/2018;5;0;n/d;n/d;10;30
20/06/2018;6;0;n/d;n/d;15;31
20/06/2018;7;0;n/d;n/d;14;40
20/06/2018;8;0;n/d;n/d;21;37
20/06/2018;9;0;n/d;n/d;31;30
20/06/2018;10;0;5;n/d;35;37
20/06/2018;11;0;9;20;49;31
20/06/2018;12;0;12;26;51;40
20/06/2018;13;0;18;52;55;48
20/06/2018;14;0;15;36;57;48
20/06/2018;15;0;13;36;74;35
20/06/2018;16;0;13;27;91;27
20/06/2018;17;0;11;17;92;23
20/06/2018;18;0;9;14;89;20
20/06/2018;19;0;11;19;68;26
20/06/2018;20;0;11;14;59;24
20/06/2018;21;0;11;13;57;28
20/06/2018;22;0;12;16;55;35
20/06/2018;23;0;14;18;48;30
20/06/2018;24;0;15;19;42;26
21/06/2018;1;0;17;21;42;26
21/06/2018;2;0;16;18;39;15
21/06/2018;3;0;11;13;36;12
21/06/2018;4;0;7;10;25;8
21/06/2018;5;0;6;8;17;12
