date;heure;CO;PM25;PM10;O3;NO2
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
14/09/2018;7;0;10;20;16;56
14/09/2018;8;0;13;31;18;60
14/09/2018;9;0;16;34;31;53
14/09/2018;10;0;15;34;53;35
14/09/2018;11;0;12;22;69;25
14/09/2018;12;0;11;17;78;17
14/09/2018;13;0;10;17;82;16
14/09/2018;14;0;7;15;87;12
14/09/2018;15;0;7;16;86;14
14/09/2018;16;0;8;15;83;16
14/09/2018;17;0;7;16;76;21
14/09/2018;18;0;8;18;63;21
14/09/2018;19;0;8;17;58;21
14/09/2018;20;0;10;17;54;23
14/09/2018;21;0;8;12;51;22
14/09/2018;22;0;8;11;47;22
14/09/2018;23;0;8;11;47;22
14/09/2018;24;0;7;9;50;18
15/09/2018;1;0;6;6;49;19
15/09/2018;2;0;5;6;51;18
15/09/2018;3;0;5;6;45;20
15/09/2018;4;0;6;5;38;25
15/09/2018;5;0;4;8;33;27
15/09/2018;6;0;5;12;22;39
15/09/2018;7;0;7;14;17;44
15/09/2018;8;0;8;19;22;44
15/09/2018;9;0;7;18;32;37
15/09/2018;10;0;9;20;51;24
15/09/2018;11;0;7;19;53;25
15/09/2018;12;0;5;16;62;20
15/09/2018;13;0;5;17;70;16
15/09/2018;14;0;6;13;67;18
15/09/2018;15;0;9;12;75;18
15/09/2018;16;0;7;12;66;28
15/09/2018;17;0;8;14;72;24
15/09/2018;18;0;10;16;65;30
15/09/2018;19;0;11;18;50;44
15/09/2018;20;0;15;25;33;59
15/09/2018;21;0;17;27;16;78
15/09/2018;22;0;19;30;16;78
15/09/2018;23;0;21;31;15;76
15/09/2018;24;0;22;32;23;66
16/09/2018;1;0;17;22;12;77
16/09/2018;2;0;14;17;14;68
16/09/2018;3;0;12;16;14;64
16/09/2018;4;0;9;17;30;45
16/09/2018;5;0;8;13;31;37
16/09/2018;6;0;8;11;34;36
16/09/2018;7;0;8;11;44;26
16/09/2018;8;0;8;13;45;23
16/09/2018;9;0;9;15;34;40
16/09/2018;10;0;9;19;50;33
16/09/2018;11;0;8;15;68;21
16/09/2018;12;0;7;10;78;14
16/09/2018;13;0;8;9;83;14
16/09/2018;14;0;7;13;85;17
16/09/2018;15;0;9;16;89;18
16/09/2018;16;0;7;16;87;20
16/09/2018;17;0;7;17;88;20
16/09/2018;18;0;8;14;76;38
16/09/2018;19;0;10;17;39;76
16/09/2018;20;1;19;30;7;116
16/09/2018;21;1;25;42;4;129
16/09/2018;22;1;34;57;4;131
16/09/2018;23;1;27;47;3;117
16/09/2018;24;1;26;47;3;117
17/09/2018;1;1;27;46;3;110
17/09/2018;2;1;27;44;3;97
17/09/2018;3;1;24;38;3;90
17/09/2018;4;1;23;36;3;80
17/09/2018;5;1;20;32;3;75
17/09/2018;6;1;21;35;3;89
17/09/2018;7;1;23;45;5;88
17/09/2018;8;1;18;42;8;92
17/09/2018;9;1;23;57;14;97
17/09/2018;10;0;21;65;35;78
17/09/2018;11;0;15;54;48;67
17/09/2018;12;0;14;42;76;40
17/09/2018;13;0;9;34;91;33
17/09/2018;14;0;7;29;104;35
17/09/2018;15;0;9;22;98;38
17/09/2018;16;0;7;22;89;43
17/09/2018;17;0;8;19;83;48
17/09/2018;18;0;9;22;40;96
17/09/2018;19;1;14;26;20;114
17/09/2018;20;0;20;35;29;95
17/09/2018;21;0;19;32;21;99
17/09/2018;22;0;17;30;30;77
17/09/2018;23;0;13;25;12;93
17/09/2018;24;0;12;26;26;72
18/09/2018;1;0;10;21;45;41
18/09/2018;2;0;10;17;36;41
18/09/2018;3;0;11;19;34;41
18/09/2018;4;0;10;20;20;55
18/09/2018;5;0;12;28;6;75
18/09/2018;6;0;12;29;10;73
18/09/2018;7;0;13;27;30;48
18/09/2018;8;0;14;31;27;47
18/09/2018;9;0;16;27;38;33
18/09/2018;10;0;14;27;35;34
18/09/2018;11;0;12;28;47;25
18/09/2018;12;0;11;24;40;28
18/09/2018;13;0;9;20;40;27
18/09/2018;14;0;10;21;38;32
18/09/2018;15;0;10;19;33;38
18/09/2018;16;0;11;21;34;37
18/09/2018;17;0;10;21;28;43
18/09/2018;18;0;12;21;18;54
18/09/2018;19;0;14;23;6;65
18/09/2018;20;0;14;24;11;53
18/09/2018;21;0;14;22;11;51
18/09/2018;22;0;14;20;16;43
18/09/2018;23;0;10;19;18;36
18/09/2018;24;0;11;20;17;35
19/09/2018;1;0;8;21;27;26
19/09/2018;2;0;8;17;28;22
19/09/2018;3;0;8;18;37;15
19/09/2018;4;0;10;20;39;13
19/09/2018;5;0;11;23;36;19
19/09/2018;6;0;10;23;30;32
19/09/2018;7;0;11;25;15;50
19/09/2018;8;0;12;35;20;46
19/09/2018;9;0;11;32;35;34
19/09/2018;10;0;11;32;47;24
19/09/2018;11;0;11;28;52;23
19/09/2018;12;0;10;31;60;16
19/09/2018;13;0;14;29;58;24
19/09/2018;14;0;9;28;63;20
19/09/2018;15;0;9;n/d;61;21
19/09/2018;16;0;12;n/d;60;24
19/09/2018;17;0;11;25;53;27
19/09/2018;18;0;11;27;47;36
19/09/2018;19;0;14;29;35;51
19/09/2018;20;0;19;34;16;71
19/09/2018;21;0;16;33;10;74
19/09/2018;22;0;15;31;5;80
19/09/2018;23;0;14;31;23;54
19/09/2018;24;0;11;24;40;27
20/09/2018;1;0;9;20;42;24
20/09/2018;2;0;8;17;48;14
20/09/2018;3;0;6;17;48;12
20/09/2018;4;0;6;16;38;18
20/09/2018;5;0;8;17;24;32
20/09/2018;6;0;8;15;19;39
20/09/2018;7;0;10;19;13;48
20/09/2018;8;0;11;25;17;49
20/09/2018;9;0;10;26;35;30
20/09/2018;10;0;11;25;40;28
20/09/2018;11;0;12;24;49;21
20/09/2018;12;0;10;20;55;22
20/09/2018;13;0;7;21;61;20
20/09/2018;14;0;9;23;61;21
20/09/2018;15;0;8;30;63;21
20/09/2018;16;0;9;25;58;24
20/09/2018;17;0;10;22;44;42
20/09/2018;18;0;12;26;37;51
20/09/2018;19;0;14;32;24;66
20/09/2018;20;0;15;27;27;62
20/09/2018;21;0;14;25;31;51
20/09/2018;22;0;14;20;32;48
20/09/2018;23;0;12;20;37;39
20/09/2018;24;0;11;20;51;17
21/09/2018;1;0;10;18;50;14
21/09/2018;2;0;7;19;51;9
21/09/2018;3;0;8;17;52;9
21/09/2018;4;0;6;15;51;8
21/09/2018;5;0;3;20;43;15
21/09/2018;6;0;n/d;11;33;26
21/09/2018;7;0;n/d;8;41;29
21/09/2018;8;0;3;10;39;30
21/09/2018;9;0;6;16;40;23
21/09/2018;10;0;8;15;46;19
21/09/2018;11;0;5;19;n/d;17
21/09/2018;12;0;7;17;57;16
21/09/2018;13;0;8;17;60;16
21/09/2018;14;0;7;14;61;16
21/09/2018;15;0;4;14;63;18
21/09/2018;16;0;5;14;65;17
21/09/2018;17;0;7;10;62;18
21/09/2018;18;0;8;13;53;28
21/09/2018;19;0;13;19;38;40
21/09/2018;20;0;12;23;42;37
21/09/2018;21;0;12;17;45;31
21/09/2018;22;0;10;20;47;26
21/09/2018;23;0;7;19;48;24
21/09/2018;24;0;8;15;51;21
22/09/2018;1;0;7;n/d;53;17
22/09/2018;2;0;5;n/d;52;15
22/09/2018;3;0;3;8;51;16
22/09/2018;4;0;4;11;50;14
22/09/2018;5;0;5;13;44;19
22/09/2018;6;0;5;15;35;30
22/09/2018;7;0;4;15;31;34
22/09/2018;8;0;4;17;36;32
22/09/2018;9;0;7;17;46;26
22/09/2018;10;0;8;17;55;21
22/09/2018;11;0;6;15;61;16
22/09/2018;12;0;7;18;62;15
22/09/2018;13;0;7;19;58;18
22/09/2018;14;0;7;15;50;26
22/09/2018;15;0;8;13;49;28
22/09/2018;16;0;9;11;42;38
22/09/2018;17;0;7;15;44;39
22/09/2018;18;0;9;13;52;32
22/09/2018;19;0;8;13;55;30
22/09/2018;20;0;8;16;52;27
22/09/2018;21;0;7;13;46;27
22/09/2018;22;0;7;12;37;23
22/09/2018;23;0;7;10;34;15
22/09/2018;24;0;5;6;29;14
23/09/2018;1;0;4;4;26;14
23/09/2018;2;0;4;4;26;11
23/09/2018;3;0;5;10;25;9
23/09/2018;4;0;3;2;24;8
23/09/2018;5;0;2;1;24;6
23/09/2018;6;0;3;0;23;7
23/09/2018;7;0;3;3;22;8
23/09/2018;8;0;4;3;22;9
23/09/2018;9;0;2;3;22;10
23/09/2018;10;0;4;5;19;13
23/09/2018;11;0;4;6;23;10
23/09/2018;12;0;5;8;26;10
23/09/2018;13;0;4;5;25;12
23/09/2018;14;0;4;3;33;12
23/09/2018;15;0;5;7;42;14
23/09/2018;16;0;7;4;47;16
23/09/2018;17;0;4;4;52;13
23/09/2018;18;0;4;3;53;14
23/09/2018;19;0;5;5;51;14
23/09/2018;20;0;5;6;53;14
23/09/2018;21;0;n/d;7;52;14
23/09/2018;22;0;n/d;7;49;15
23/09/2018;23;0;n/d;6;48;15
23/09/2018;24;0;4;6;47;13
24/09/2018;1;0;4;6;46;14
24/09/2018;2;0;6;5;47;11
24/09/2018;3;0;5;6;47;10
24/09/2018;4;0;4;5;48;12
24/09/2018;5;0;4;5;41;18
24/09/2018;6;0;5;6;24;39
24/09/2018;7;0;5;10;15;51
24/09/2018;8;0;5;16;19;49
24/09/2018;9;0;8;15;33;35
24/09/2018;10;0;9;13;44;29
24/09/2018;11;0;6;13;49;26
24/09/2018;12;0;8;14;63;16
24/09/2018;13;0;5;13;68;13
24/09/2018;14;0;1;10;69;13
24/09/2018;15;0;5;13;70;16
24/09/2018;16;0;6;11;65;15
24/09/2018;17;0;7;12;61;20
24/09/2018;18;0;6;13;45;33
24/09/2018;19;0;7;11;39;42
24/09/2018;20;0;8;11;36;38
24/09/2018;21;0;8;11;33;42
24/09/2018;22;0;7;12;38;28
24/09/2018;23;0;7;9;34;28
24/09/2018;24;0;7;10;36;23
25/09/2018;1;0;6;8;35;22
25/09/2018;2;0;7;11;35;23
25/09/2018;3;0;7;11;42;17
25/09/2018;4;0;6;11;37;19
25/09/2018;5;0;7;12;23;35
25/09/2018;6;0;8;12;8;53
25/09/2018;7;0;8;17;7;59
25/09/2018;8;0;10;24;15;54
25/09/2018;9;0;12;24;33;39
25/09/2018;10;0;8;22;52;25
25/09/2018;11;0;6;20;58;19
25/09/2018;12;0;9;15;64;16
25/09/2018;13;0;n/d;n/d;66;15
25/09/2018;14;0;n/d;n/d;64;17
25/09/2018;15;0;5;13;65;17
25/09/2018;16;0;6;14;68;16
25/09/2018;17;0;7;13;66;21
25/09/2018;18;0;7;12;55;29
25/09/2018;19;0;9;14;43;37
25/09/2018;20;0;11;15;27;49
25/09/2018;21;0;13;17;29;45
25/09/2018;22;0;9;13;39;35
25/09/2018;23;0;7;9;52;26
25/09/2018;24;0;6;6;52;20
26/09/2018;1;0;6;9;43;28
26/09/2018;2;0;5;7;50;17
26/09/2018;3;0;5;9;25;34
26/09/2018;4;0;8;9;21;42
26/09/2018;5;0;8;11;6;56
26/09/2018;6;0;8;13;4;65
26/09/2018;7;0;11;25;5;68
26/09/2018;8;0;13;32;13;61
26/09/2018;9;0;12;32;22;57
26/09/2018;10;0;10;30;30;48
26/09/2018;11;0;12;28;29;54
26/09/2018;12;0;9;25;46;43
26/09/2018;13;0;10;20;51;39
26/09/2018;14;0;9;16;48;45
26/09/2018;15;0;9;17;54;42
26/09/2018;16;0;8;19;51;48
26/09/2018;17;0;9;18;47;54
26/09/2018;18;0;13;24;25;76
26/09/2018;19;1;16;32;7;100
26/09/2018;20;1;21;35;6;101
26/09/2018;21;1;26;33;5;102
26/09/2018;22;1;28;42;4;103
26/09/2018;23;1;30;42;3;106
26/09/2018;24;1;24;45;4;93
27/09/2018;1;1;21;34;4;94
27/09/2018;2;1;29;41;4;92
27/09/2018;3;1;27;39;4;84
27/09/2018;4;1;20;37;3;71
27/09/2018;5;1;19;33;3;69
27/09/2018;6;1;19;36;3;73
27/09/2018;7;1;22;47;4;84
27/09/2018;8;1;26;62;6;96
27/09/2018;9;1;26;61;9;90
27/09/2018;10;0;23;59;16;92
27/09/2018;11;0;24;60;22;92
27/09/2018;12;1;26;53;22;103
27/09/2018;13;0;27;53;26;105
27/09/2018;14;0;22;44;42;85
27/09/2018;15;0;17;35;55;73
27/09/2018;16;0;16;33;61;74
27/09/2018;17;0;15;33;63;69
27/09/2018;18;1;19;37;9;132
27/09/2018;19;1;25;46;4;140
27/09/2018;20;1;28;50;4;139
27/09/2018;21;1;26;49;7;125
27/09/2018;22;1;19;36;8;113
27/09/2018;23;1;20;31;3;121
27/09/2018;24;1;22;35;4;117
28/09/2018;1;1;20;36;3;108
28/09/2018;2;1;19;32;3;103
28/09/2018;3;1;20;35;3;96
28/09/2018;4;1;23;40;2;90
28/09/2018;5;1;22;36;4;88
28/09/2018;6;1;21;35;4;81
28/09/2018;7;0;20;35;6;91
28/09/2018;8;0;23;47;9;91
28/09/2018;9;0;25;49;24;60
28/09/2018;10;0;27;44;31;41
28/09/2018;11;0;28;40;35;35
28/09/2018;12;0;29;41;44;28
28/09/2018;13;0;29;40;61;28
28/09/2018;14;0;32;44;65;28
28/09/2018;15;0;22;43;59;26
28/09/2018;16;0;16;30;51;26
28/09/2018;17;0;12;21;43;26
28/09/2018;18;0;11;18;33;36
28/09/2018;19;0;11;21;30;37
28/09/2018;20;0;11;18;25;42
28/09/2018;21;0;11;23;25;41
28/09/2018;22;0;12;19;27;34
28/09/2018;23;0;10;17;23;34
28/09/2018;24;0;8;17;26;31
29/09/2018;1;0;6;16;29;28
29/09/2018;2;0;6;15;32;23
29/09/2018;3;0;5;13;33;18
29/09/2018;4;0;5;12;32;20
29/09/2018;5;0;5;12;26;25
29/09/2018;6;0;8;14;24;28
29/09/2018;7;0;7;13;24;31
29/09/2018;8;0;9;13;31;25
29/09/2018;9;0;9;16;41;19
29/09/2018;10;0;9;17;48;16
29/09/2018;11;0;8;18;55;12
29/09/2018;12;0;8;17;60;11
29/09/2018;13;0;6;15;65;11
29/09/2018;14;0;7;12;67;14
29/09/2018;15;0;7;10;67;15
29/09/2018;16;0;7;13;65;19
29/09/2018;17;0;7;13;62;23
29/09/2018;18;0;8;17;50;33
29/09/2018;19;0;10;16;34;50
29/09/2018;20;0;10;17;27;53
29/09/2018;21;0;11;17;14;63
29/09/2018;22;0;13;19;12;65
29/09/2018;23;0;14;20;11;61
29/09/2018;24;0;10;16;17;47
30/09/2018;1;0;11;14;12;50
30/09/2018;2;0;12;16;18;40
30/09/2018;3;0;10;14;17;38
30/09/2018;4;0;10;18;14;41
30/09/2018;5;0;13;19;11;44
30/09/2018;6;0;13;18;7;48
30/09/2018;7;0;12;20;9;45
30/09/2018;8;0;13;24;18;38
30/09/2018;9;0;16;23;24;39
30/09/2018;10;0;15;26;32;37
30/09/2018;11;0;14;24;51;23
30/09/2018;12;0;13;19;62;14
30/09/2018;13;0;11;16;66;16
30/09/2018;14;0;10;17;67;16
30/09/2018;15;0;10;20;69;16
30/09/2018;16;0;11;21;71;15
30/09/2018;17;0;13;23;74;17
30/09/2018;18;0;12;21;73;19
30/09/2018;19;0;11;19;72;16
30/09/2018;20;0;9;16;72;15
30/09/2018;21;0;8;13;73;14
30/09/2018;22;0;8;16;68;13
30/09/2018;23;0;8;13;65;13
30/09/2018;24;0;9;14;60;13
01/10/2018;1;0;9;14;57;12
01/10/2018;2;0;9;14;53;11
01/10/2018;3;0;7;14;53;11
01/10/2018;4;0;7;11;56;11
01/10/2018;5;0;6;9;50;19
01/10/2018;6;0;7;10;36;35
01/10/2018;7;0;7;18;27;42
01/10/2018;8;0;7;23;n/d;n/d
01/10/2018;9;0;9;24;41;26
01/10/2018;10;0;8;22;44;20
01/10/2018;11;0;8;14;49;15
01/10/2018;12;0;8;16;54;12
01/10/2018;13;0;4;15;51;15
01/10/2018;14;0;5;13;59;13
01/10/2018;15;0;7;10;59;15
01/10/2018;16;0;6;13;59;16
01/10/2018;17;0;6;15;56;21
01/10/2018;18;0;6;13;47;26
01/10/2018;19;0;6;17;43;28
01/10/2018;20;0;8;14;45;26
01/10/2018;21;0;8;12;45;26
01/10/2018;22;0;9;11;43;25
01/10/2018;23;0;7;10;46;21
01/10/2018;24;0;8;9;33;32
02/10/2018;1;0;8;14;36;27
02/10/2018;2;0;7;10;33;24
02/10/2018;3;0;5;10;43;18
02/10/2018;4;0;5;7;42;18
02/10/2018;5;0;5;9;32;25
02/10/2018;6;0;6;9;19;42
02/10/2018;7;0;6;13;15;50
02/10/2018;8;0;6;20;21;45
02/10/2018;9;0;6;21;25;45
02/10/2018;10;0;7;20;33;39
02/10/2018;11;0;8;20;35;36
02/10/2018;12;0;9;21;30;40
02/10/2018;13;0;9;23;31;38
02/10/2018;14;0;8;21;32;37
02/10/2018;15;0;6;22;30;38
02/10/2018;16;0;8;17;28;39
02/10/2018;17;0;8;16;20;45
02/10/2018;18;0;8;18;14;49
02/10/2018;19;0;11;16;9;52
02/10/2018;20;0;14;11;7;48
02/10/2018;21;0;13;15;10;42
02/10/2018;22;0;12;13;17;29
02/10/2018;23;0;10;13;18;23
02/10/2018;24;0;8;12;21;18
03/10/2018;1;0;8;12;17;21
03/10/2018;2;0;8;13;20;18
03/10/2018;3;0;10;11;25;14
03/10/2018;4;0;8;12;32;11
03/10/2018;5;0;6;12;27;19
03/10/2018;6;0;6;9;10;41
03/10/2018;7;0;8;14;6;49
03/10/2018;8;0;10;18;12;39
03/10/2018;9;0;9;16;15;35
03/10/2018;10;0;7;17;30;31
03/10/2018;11;0;5;12;35;27
03/10/2018;12;0;6;8;37;25
03/10/2018;13;0;8;13;39;22
03/10/2018;14;0;8;14;41;21
03/10/2018;15;0;8;14;46;20
03/10/2018;16;0;5;10;49;19
03/10/2018;17;0;7;10;48;21
03/10/2018;18;0;6;9;32;38
03/10/2018;19;0;9;15;19;52
03/10/2018;20;0;12;18;8;63
03/10/2018;21;0;12;18;10;60
03/10/2018;22;0;10;16;19;51
03/10/2018;23;0;9;12;27;40
03/10/2018;24;0;9;11;27;38
04/10/2018;1;0;8;13;20;41
04/10/2018;2;0;9;15;18;46
04/10/2018;3;0;9;15;25;38
04/10/2018;4;0;9;16;25;36
04/10/2018;5;0;10;16;6;58
04/10/2018;6;0;13;22;5;64
04/10/2018;7;0;12;27;5;65
04/10/2018;8;0;14;36;12;60
04/10/2018;9;0;16;37;24;51
04/10/2018;10;0;13;33;35;37
04/10/2018;11;0;8;18;49;22
04/10/2018;12;0;7;14;52;22
04/10/2018;13;0;8;14;53;22
04/10/2018;14;0;6;13;58;21
04/10/2018;15;0;7;9;62;23
04/10/2018;16;0;7;14;67;25
04/10/2018;17;0;8;16;60;33
04/10/2018;18;0;9;22;38;55
04/10/2018;19;0;13;28;5;93
04/10/2018;20;0;19;35;7;88
04/10/2018;21;0;20;34;15;73
04/10/2018;22;0;18;31;21;61
04/10/2018;23;0;17;29;19;62
04/10/2018;24;0;18;31;35;39
05/10/2018;1;0;12;24;28;40
05/10/2018;2;0;13;20;25;42
05/10/2018;3;0;13;20;26;37
05/10/2018;4;0;15;24;17;48
05/10/2018;5;0;14;25;11;54
05/10/2018;6;0;15;31;4;66
05/10/2018;7;0;18;37;5;67
05/10/2018;8;1;21;45;8;68
05/10/2018;9;0;23;53;15;67
05/10/2018;10;0;23;61;17;68
05/10/2018;11;n/d;23;57;n/d;n/d
05/10/2018;12;n/d;22;48;n/d;n/d
05/10/2018;13;n/d;18;37;n/d;n/d
05/10/2018;14;0;13;26;n/d;47
05/10/2018;15;0;12;23;60;50
05/10/2018;16;0;11;21;66;52
05/10/2018;17;0;11;21;46;74
05/10/2018;18;1;13;24;10;126
05/10/2018;19;1;23;39;4;144
05/10/2018;20;2;45;71;5;147
05/10/2018;21;1;46;72;4;141
05/10/2018;22;1;33;56;4;145
05/10/2018;23;1;33;52;3;126
05/10/2018;24;1;30;44;3;118
06/10/2018;1;1;29;44;3;112
06/10/2018;2;1;27;40;3;99
06/10/2018;3;1;24;33;3;86
06/10/2018;4;0;21;29;3;75
06/10/2018;5;0;19;28;3;69
06/10/2018;6;0;18;25;3;65
06/10/2018;7;0;17;25;11;59
06/10/2018;8;0;10;21;28;46
06/10/2018;9;0;13;22;42;39
06/10/2018;10;0;13;23;54;33
06/10/2018;11;0;15;23;65;26
06/10/2018;12;0;13;25;75;24
06/10/2018;13;0;12;25;74;26
06/10/2018;14;0;14;25;76;27
06/10/2018;15;0;13;26;80;24
06/10/2018;16;0;15;30;70;29
06/10/2018;17;0;16;30;55;40
06/10/2018;18;0;18;28;40;53
06/10/2018;19;0;20;33;33;57
06/10/2018;20;0;23;32;10;87
06/10/2018;21;0;24;30;29;59
06/10/2018;22;0;20;24;37;42
06/10/2018;23;0;15;19;33;42
06/10/2018;24;0;12;21;20;58
07/10/2018;1;0;9;15;44;32
07/10/2018;2;0;4;8;55;18
07/10/2018;3;0;3;9;49;21
07/10/2018;4;0;4;7;35;26
07/10/2018;5;0;21;23;15;28
07/10/2018;6;0;29;36;20;26
07/10/2018;7;0;25;29;21;26
07/10/2018;8;0;29;31;17;23
07/10/2018;9;0;36;40;20;25
07/10/2018;10;0;17;19;32;19
07/10/2018;11;0;8;5;32;19
07/10/2018;12;0;10;8;33;18
07/10/2018;13;0;11;13;31;19
07/10/2018;14;0;13;15;32;19
07/10/2018;15;0;10;11;32;21
07/10/2018;16;0;11;12;33;20
07/10/2018;17;0;11;13;27;30
07/10/2018;18;0;12;15;28;33
07/10/2018;19;0;13;13;22;36
07/10/2018;20;0;14;15;17;41
07/10/2018;21;0;14;14;19;41
07/10/2018;22;0;11;14;26;34
07/10/2018;23;0;11;14;22;34
07/10/2018;24;0;11;15;30;27
08/10/2018;1;0;10;16;35;22
08/10/2018;2;0;12;13;35;21
08/10/2018;3;0;11;14;35;18
08/10/2018;4;0;12;14;30;22
08/10/2018;5;0;15;16;14;39
08/10/2018;6;0;14;19;4;57
08/10/2018;7;0;16;26;4;59
08/10/2018;8;0;18;29;8;60
08/10/2018;9;0;20;38;9;61
08/10/2018;10;0;18;35;27;47
08/10/2018;11;0;17;31;51;26
08/10/2018;12;0;13;24;55;23
08/10/2018;13;0;n/d;n/d;54;26
08/10/2018;14;0;n/d;n/d;56;30
08/10/2018;15;0;n/d;n/d;63;26
08/10/2018;16;0;n/d;18;61;28
08/10/2018;17;0;n/d;20;59;33
08/10/2018;18;0;n/d;16;51;41
08/10/2018;19;0;n/d;16;12;83
08/10/2018;20;0;n/d;23;5;89
08/10/2018;21;0;n/d;26;5;90
08/10/2018;22;1;n/d;27;3;92
08/10/2018;23;1;n/d;30;4;91
08/10/2018;24;0;n/d;31;5;77
09/10/2018;1;0;n/d;21;16;53
09/10/2018;2;0;n/d;15;22;49
09/10/2018;3;0;n/d;18;22;48
09/10/2018;4;0;n/d;18;13;54
09/10/2018;5;0;n/d;21;5;57
09/10/2018;6;0;n/d;24;5;61
09/10/2018;7;0;n/d;30;6;73
09/10/2018;8;0;n/d;40;8;75
09/10/2018;9;0;n/d;43;15;69
09/10/2018;10;0;n/d;47;21;68
09/10/2018;11;0;n/d;45;35;54
09/10/2018;12;0;n/d;35;42;46
09/10/2018;13;0;n/d;33;45;46
09/10/2018;14;0;n/d;30;66;n/d
09/10/2018;15;0;n/d;31;78;27
09/10/2018;16;0;n/d;29;82;24
09/10/2018;17;0;n/d;26;75;31
09/10/2018;18;0;n/d;26;51;56
09/10/2018;19;1;n/d;35;13;98
09/10/2018;20;1;n/d;40;20;88
09/10/2018;21;0;27;38;36;59
09/10/2018;22;0;26;33;16;78
09/10/2018;23;0;26;30;10;79
09/10/2018;24;0;25;33;17;64
10/10/2018;1;0;25;35;39;37
10/10/2018;2;0;27;32;42;27
10/10/2018;3;0;27;30;41;23
10/10/2018;4;0;24;25;35;24
10/10/2018;5;0;23;25;15;39
10/10/2018;6;0;25;30;4;51
10/10/2018;7;0;25;35;6;55
10/10/2018;8;0;27;41;10;55
10/10/2018;9;0;30;n/d;10;51
10/10/2018;10;0;30;66;17;53
10/10/2018;11;0;29;53;32;43
10/10/2018;12;0;22;35;49;34
10/10/2018;13;0;16;26;74;26
10/10/2018;14;0;14;26;80;27
10/10/2018;15;0;13;25;84;24
10/10/2018;16;0;11;21;79;29
10/10/2018;17;0;13;22;66;36
10/10/2018;18;0;17;26;43;58
10/10/2018;19;0;18;33;19;79
10/10/2018;20;0;23;39;33;54
10/10/2018;21;0;17;30;28;56
10/10/2018;22;0;20;30;51;33
10/10/2018;23;0;12;18;61;20
10/10/2018;24;0;10;14;64;14
11/10/2018;1;0;6;8;61;14
11/10/2018;2;0;8;7;54;15
11/10/2018;3;0;7;6;55;12
11/10/2018;4;0;6;6;43;17
11/10/2018;5;0;7;8;19;42
11/10/2018;6;0;8;12;14;51
11/10/2018;7;0;10;18;6;70
11/10/2018;8;0;11;26;12;63
11/10/2018;9;0;11;23;26;46
11/10/2018;10;0;5;17;36;39
11/10/2018;11;0;6;14;47;32
11/10/2018;12;0;8;16;56;30
11/10/2018;13;0;10;17;60;33
11/10/2018;14;0;10;19;56;39
11/10/2018;15;0;10;28;62;33
11/10/2018;16;0;11;25;42;53
11/10/2018;17;0;12;22;24;69
11/10/2018;18;0;12;26;30;55
11/10/2018;19;0;12;20;34;51
11/10/2018;20;0;15;18;39;42
11/10/2018;21;0;13;16;50;26
11/10/2018;22;0;8;7;40;34
11/10/2018;23;0;9;8;37;29
11/10/2018;24;0;8;6;34;23
12/10/2018;1;0;5;7;33;18
12/10/2018;2;0;6;7;32;16
12/10/2018;3;0;7;6;34;14
12/10/2018;4;0;8;6;22;26
12/10/2018;5;0;8;10;12;41
12/10/2018;6;0;9;9;7;46
12/10/2018;7;0;10;13;8;48
12/10/2018;8;0;11;21;6;52
12/10/2018;9;0;16;44;9;47
12/10/2018;10;0;15;27;16;43
12/10/2018;11;0;15;25;28;36
12/10/2018;12;0;13;21;41;29
12/10/2018;13;0;13;21;46;30
12/10/2018;14;0;13;23;52;29
12/10/2018;15;0;13;21;50;32
12/10/2018;16;0;9;19;53;32
12/10/2018;17;0;11;20;37;46
12/10/2018;18;0;16;25;8;80
12/10/2018;19;1;19;26;6;85
12/10/2018;20;0;19;23;5;83
12/10/2018;21;0;21;24;3;86
12/10/2018;22;0;19;26;4;83
12/10/2018;23;0;16;22;3;78
12/10/2018;24;0;16;21;4;70
13/10/2018;1;0;16;20;13;54
13/10/2018;2;0;14;15;15;48
13/10/2018;3;0;13;16;15;43
13/10/2018;4;0;13;15;14;41
13/10/2018;5;0;12;14;13;39
13/10/2018;6;0;11;13;8;46
13/10/2018;7;0;13;15;12;43
13/10/2018;8;0;12;15;18;37
13/10/2018;9;0;13;22;21;37
13/10/2018;10;0;13;23;30;32
13/10/2018;11;0;10;18;40;30
13/10/2018;12;0;13;18;54;26
13/10/2018;13;0;12;17;64;22
13/10/2018;14;0;9;14;61;29
13/10/2018;15;0;10;16;57;35
13/10/2018;16;0;10;14;49;43
13/10/2018;17;0;12;18;26;69
13/10/2018;18;0;13;22;6;94
13/10/2018;19;0;14;24;6;92
13/10/2018;20;0;16;25;7;85
13/10/2018;21;0;18;24;6;82
13/10/2018;22;0;19;29;3;85
13/10/2018;23;0;17;25;5;76
13/10/2018;24;0;15;21;6;73
14/10/2018;1;0;12;17;17;52
14/10/2018;2;0;16;20;20;43
14/10/2018;3;0;14;17;23;41
14/10/2018;4;0;11;14;29;28
14/10/2018;5;0;10;15;29;30
14/10/2018;6;0;10;14;28;35
14/10/2018;7;0;12;14;35;34
14/10/2018;8;0;13;14;44;31
14/10/2018;9;0;12;13;59;21
14/10/2018;10;0;11;17;68;20
14/10/2018;11;0;12;21;73;20
14/10/2018;12;0;12;20;77;18
14/10/2018;13;0;12;19;77;20
